BEL-ID	BEL original	Sentence	Sentence ID	PMID
BEL:20031858	cat(p(MGI:Itpr1)) increases bp(GOBP:"insulin secretion")	Mice heterozygous for the annexin A7 (Anx7) gene have a profound reduction in IP3 receptor function in pancreatic islets along with defective insulin secretion.	SEN:10004904	15590065
BEL:20031884	cat(p(MGI:Ldlr)) decreases path(MESHD:Atherosclerosis)	\"Human aldose reductase expression accelerates diabetic atherosclerosis in transgenic mice.\" Mice in which diabetes was induced through streptozotocin (STZ) treatment, but not nondiabetic mice, expressing human AR (hAR) crossed with LDL receptor-deficient (Ldlr-/-) C57BL/6 male mice had increased aortic atherosclerosis.	SEN:10018784	16127462
BEL:20031890	cat(p(MGI:Lgals12)) decreases bp(GOBP:"cell cycle")	We previously showed that galectin-12 is induced by cell cycle block at the G(1) phase and causes G(1) arrest when overexpressed (Yang, R.-Y., Hsu, D. K., Yu, L., Ni, J., and Liu, F.-T. (2001) J. Biol. Chem. 276, 20252-20260)	SEN:10019280	15131127
BEL:20031930	cat(p(MGI:Lipe)) increases r(EGID:103968)	expression of adipose differentiation markers, such as ALBP and perilipin, was suppressed 50-80% (P < 0.01; Fig. 7, A and B). Expression of lipoprotein lipase (LPL) was also suppressed 30-40% (P < 0.05) in WAT of HSL-/- mice (Fig. 7C), with greater reductions observed in male mice.	SEN:10019288	12954598
BEL:20031932	cat(p(MGI:Lipe)) increases r(MGI:Cebpa)	in parallel with the suppression of adipogenic transcription factors PPAR{gamma} and C/EBP{alpha} in WAT of HSL-/- mice,	SEN:10019290	12954598
BEL:20031934	cat(p(MGI:Lipe)) increases r(MGI:Fabp4)	expression of adipose differentiation markers, such as ALBP and perilipin, was suppressed 50-80% (P < 0.01; Fig. 7, A and B). Expression of lipoprotein lipase (LPL) was also suppressed 30-40% (P < 0.05) in WAT of HSL-/- mice (Fig. 7C), with greater reductions observed in male mice.	SEN:10019288	12954598
BEL:20031936	cat(p(MGI:Lipe)) increases r(MGI:Lpl)	expression of adipose differentiation markers, such as ALBP and perilipin, was suppressed 50-80% (P < 0.01; Fig. 7, A and B). Expression of lipoprotein lipase (LPL) was also suppressed 30-40% (P < 0.05) in WAT of HSL-/- mice (Fig. 7C), with greater reductions observed in male mice.	SEN:10019288	12954598
BEL:20031938	cat(p(MGI:Lipe)) increases r(MGI:Pparg)	in parallel with the suppression of adipogenic transcription factors PPAR{gamma} and C/EBP{alpha} in WAT of HSL-/- mice,	SEN:10019290	12954598
BEL:20031942	cat(p(MGI:Lox)) decreases tloc(p(MGI:Fgf2),GOCCID:0005737,GOCCID:0005634)	Both the mitogenic potential and the nuclear localization of bFGF were markedly inhibited in the Swiss 3T3 cells upon its oxidation by LO.	SEN:10000284	12461785
BEL:20031952	cat(p(MGI:Lrp1)) decreases tscript(p(MGI:Kat5))	LrpICD dramatically inhibits AICD/Fe65 transactivation mediated by Tip60 LrpICD has a novel signaling function, negatively impacting transcriptional activity of the APP, Fe65 and Tip60 complex in the nucleus	SEN:10019296	12888553
BEL:20031962	cat(p(MGI:Ltb4r1)) increases a(CHEBI:"reactive oxygen species")	At low concentrations of immune complexes, loss of PI3K beta alone substantially inhibited the production of reactive oxygen species (ROS) by neutrophils... Activation of PI3Kbeta by immune complexes involved cooperation between FcgammaRs and BLT1, the receptor for the endogenous proinflammatory lipid leukotriene B4.	SEN:10019302	21487107
BEL:20031970	cat(p(MGI:Ltb4r1)) increases p(MGI:Ccl2)	Blocking the LTB4 receptor in mice results in reduced lesions, accompanied by reduced monocyte chemoattractant protein-1 (MCP- 1) (242).	SEN:10019306	16046792
BEL:20031972	cat(p(MGI:Ltb4r1)) increases p(MGI:Il12b)	A selective inhibitor of leukotriene synthesis MK886 as well as an antagonist of the high affinity LTB(4) receptor (BLT(1)) U-75302 slightly inhibited zymosan-, but not LPS-stimulated interleukin (IL)-10 release from BM-DCs. In contrast, U-75302 increased zymosan-stimulated release of IL-12 p40 by approximately 23%	SEN:10019308	16313356
BEL:20031976	cat(p(MGI:Ltb4r1)) increases p(MGI:Muc5ac)	The LTD4-ra MK-571 also dose dependently inhibited MUC5AC (Fig. 6, A and B) and mucus accumulation in epithelial cells as verified morphologically (Fig. 7D and Table 1), as did the LTB4-ra PH-163 72 h after challenge with Ova (Figs. 6, A and B, 7E; Table 1).	SEN:10019018	12794006
BEL:20031984	cat(p(MGI:Maoa)) decreases a(CHEBI:serotonin)	MAO-A, which preferentially catalyzes the oxidative deamination of norepinephrine (NE) and serotonin (5-HT), is inhibited by low concentrations of clorgyline. In contrast, MAO-B, which has a higher affinity for phenylethylamine and benzylamine, is inhibited by selegiline [79].	SEN:10016268	19307700
BEL:20031990	cat(p(MGI:March7)) increases deg(p(MGI:Lifr))	we found that IL6 effectively inhibited LIF signalling, repressing transcription of the LIF receptor gp190, and strongly inducing axotrophin/MARCH-7, a novel E3 ubitquitin ligase that we discovered to be active in degradation of gp190 protein.	SEN:10019318	19342884
BEL:20031992	cat(p(MGI:March7)) increases p(MGI:Lifr,pmod(U,K))	we found that IL6 effectively inhibited LIF signalling, repressing transcription of the LIF receptor gp190, and strongly inducing axotrophin/MARCH-7, a novel E3 ubitquitin ligase that we discovered to be active in degradation of gp190 protein.	SEN:10019318	19342884
BEL:20031998	cat(p(MGI:Mc1r)) increases bp(GOBP:"inflammatory response")	from full text - As demonstrated in mice with a nonfunctional MC1R, this receptor in particular is important for maintaining mucosal homeostasis and for preventing intestinal inflammation. 77	SEN:10019322	17075348
BEL:20032012	cat(p(MGI:Mmp12)) increases deg(p(MGI:Eln))	The most upregulated gene in the smoke group (MMP12, increased 18.2-fold in the smoke group, 5.1- fold in the LPS group, and 4.5-fold in the smoke–LPS group) is a matrix metalloproteinase that preferentially degrades elastin and has been implicated in COPD development	SEN:10019330	16717027
BEL:20032016	cat(p(MGI:Mmp12)) increases p(MGI:Tnf)	Figure 4. Whole-lung TNF protein levels. In MMP-12 +/+ mice (top), there is a sustained increase in TNF over 24 hours after smoke exposure; in MMP-12 -/- mice (bottom), smoke has no effect at any time.	SEN:10019334	12522030
BEL:20032018	cat(p(MGI:Mmp12)) increases sec(p(MGI:Tnf))	These findings suggest that, acutely, MMP-12 mediates smoke-induced inflammation by releasing TNF-alpha from macrophages, with subsequent endothelial activation, neutrophil influx, and proteolytic matrix breakdown caused by neutrophil-derived proteases.	SEN:10004924	12522030
BEL:20032024	cat(p(MGI:Mmp14)) increases cat(p(MGI:Mmp2))	PDK1 mediates its effect in part by MT1-MMP induction, which in turn activates MMP-2 and modulates the ECM proteins decorin and collagen	SEN:10004928	16551362
BEL:20032062	cat(p(MGI:Mmp9)) increases p(MGI:Col4a3)	Mice deficient in matrix metalloproteinase-9, which cleaves tumstatin efficiently from Col IValpha3, have decreased circulating tumstatin and accelerated growth of tumor.	SEN:10019352	12842087
BEL:20032076	cat(p(MGI:Mpl)) increases tscript(p(MGI:Stat3))	In contrast, enhanced thrombopoietin signaling, conferred by enforced expression of constitutively active JAK2 or c-MPL, induced phosphorylation of STAT3 and STAT5, but not STAT1, and failed to rescue megakaryocyte maturation.	SEN:10001688	18060035
BEL:20032112	cat(p(MGI:"mt-Co2")) increases r(MGI:C1qb)	We report that overexpression of human (h) cyclooxygenase-2 h(COX-2) in the brain of a transgenic mouse line leads to selective induction of endogenous complement component C1qB expression in neurons Chronic treatment of mice with the selective COX-2 inhibitor nimesulide reduced the hCOX-2-mediated induction of hippocampal C1qB mRNA expression.	SEN:10019368	11810182
BEL:20032114	cat(p(MGI:Myd88)) decreases bp(GOBP:"insulin receptor signaling pathway")	RNA interference-mediated inhibition of TLR2 and MyD88 expression in C2C12 muscle cells resulted in a near complete inhibition of palmitate-induced insulin resistance and IL-6 production.	SEN:10004954	16798732
BEL:20032116	cat(p(MGI:Myd88)) increases path(MESHD:"Insulin Resistance")	RNA interference-mediated inhibition of TLR2 and MyD88 expression in C2C12 muscle cells resulted in a near complete inhibition of palmitate-induced insulin resistance and IL-6 production.	SEN:10004954	16798732
BEL:20032120	cat(p(MGI:Myd88)) increases kin(p(MGI:Akt1))	Pretreatment of PMN with MyD88 inhibitor prevented HMGB1-induced activation of both Akt and p38 MAPK (Fig. 6, C and D), indicating that the activation of both Akt and p38 MAPK are downstream events that depend on MyD88 activation.	SEN:10019372	17475888
BEL:20032122	cat(p(MGI:Myd88)) increases kin(p(MGI:Irak4))	Next, the role of IRAK4 in MyD88 signaling was examined by evaluating IRAK4 activity in the PMN. We found that HMGB1 induced a 6-fold increase in IRAK4 activity in TLR4 WT PMN compared with the non-HMGB1-treated WT PMN (p < 0.01; Fig. 5B)....Pretreatment with MyD88 inhibitor decreased IRAK4 activity by 91% in WT PMN (Fig. 5B).	SEN:10019374	17475888
BEL:20032130	cat(p(MGI:Myd88)) increases tscript(p(MGI:Irf7))	TLR9 primarily induces ISRE gene expression through IRF7...TLR9, which exclusively couples to the MyD88-dependent pathway	SEN:10019378	16143103
BEL:20032144	cat(p(MGI:Net1)) increases tscript(p(MGI:Srf))	In NIH 3T3 cells, activated mNET1 induces formation of actin stress fibres and potentiates activity of the transcription factor serum response factor	SEN:10019382	9670022
BEL:20032146	cat(p(MGI:Nfkbia)) decreases tloc(p(MGI:Rela),GOCCID:0005737,GOCCID:0005634)	Interestingly, Par-4 expression blocks inhibitory kappaB protein (IkappaB) kinase activity, which leads to the inhibition of IkappaB phosphorylation and degradation, in a manner that is dependent on its ability to inhibit lambda/iotaPKC.	SEN:10004962	10391896
BEL:20032148	cat(p(MGI:Niacr1)) decreases bp(GOBP:"macrophage differentiation")	nicotinic acid strongly reduced the relative fluorescence intensity of arginase-2 versus CD68 levels in a GPR109A-dependent manner (Figure 6C), indicating that nicotinic acid induces reduced M1-like differentiation via GPR109A.	SEN:10019384	21317532
BEL:20032152	cat(p(MGI:Niacr1)) decreases p(MGI:Arg2)	nicotinic acid strongly reduced the relative fluorescence intensity of arginase-2 versus CD68 levels in a GPR109A-dependent manner (Figure 6C), indicating that nicotinic acid induces reduced M1-like differentiation via GPR109A.	SEN:10019384	21317532
BEL:20032154	cat(p(MGI:Niacr1)) increases r(MGI:Abcg1)	In macrophages from WT mice, but not from GPR109A-deficient animals, nicotinic acid induced expression of the cholesterol transporter ABCG1 and promoted cholesterol efflux.	SEN:10003836	21317532
BEL:20032160	cat(p(MGI:Nod1)) increases bp(GOBP:autophagy)	Travassos et al. (2010) also found that stimulation with both Nod1 and Nod2 triggers the induction of autophagy in mouse embryonic fibroblasts (MEFs), mouse macrophages, human lymphoblasts, and human cell lines (Fig. 3).	SEN:10019386	20548099
BEL:20032164	cat(p(MGI:Nod2)) increases bp(GOBP:autophagy)	Travassos et al. (2010) also found that stimulation with both Nod1 and Nod2 triggers the induction of autophagy in mouse embryonic fibroblasts (MEFs), mouse macrophages, human lymphoblasts, and human cell lines (Fig. 3).	SEN:10019386	20548099
BEL:20032170	cat(p(MGI:Nos2)) increases a(CHEBI:"nitric oxide")	In addition, we found that, endogenously via iNOS, synthesized NO increases the constitutive mRNA expression of both MT-1 and MT-2 genes and that nitrosative stress exogenously applied via an NO donor increases constitutive MT mRNA expression via intracellular Zn2+ release.	SEN:10019388	14617770
BEL:20032172	cat(p(MGI:Nos2)) increases a(CHEBI:"reactive oxygen species")	PDGF stimulates nitric oxide synthase activity in NIH3T3 cells, but not in the superoxide dismutase-expressing clones.	SEN:10019390	7574691
BEL:20032178	cat(p(MGI:Nos2)) increases r(MGI:Bnip3)	Expression of BNIP3 was also induced in macrophages by LPS/IFN-gamma, and the induction was blocked by a NOS2 inhibitor, S-methyl-isothiourea	SEN:10004968	15358175
BEL:20032180	cat(p(MGI:Nos3)) directlyIncreases a(CHEBI:"nitric oxide")	Akt, a serine/threonine kinase that is a major target of phosphatidylinositol 3-kiniase (PI3K), phosphorylates eNOS at Ser1177, and this phosphorylation enhances eNOS activity and increases NO production in vascular endothelial cells.	SEN:10019394	17000928
BEL:20032182	cat(p(MGI:Nos3)) increases a(CHEBI:"nitric oxide")	endothelin-1 failed to stimulate NO production by tubules from NOS3–/– mice (?= 0.38 ± 0.22 fluorescence units/min; p < 0.001 versus wild-type mice; n = 4) (Fig. 1A).	SEN:10019396	19033447
BEL:20032200	cat(p(MGI:Nox1)) increases a(CHEBI:"reactive oxygen species")	NOXO1...is an organizer protein that activates NADPH oxidase (NOX1)...NADPH oxidase is a major source of reactive oxygen species, and oxidative stress is considered to play an important role in the pathogenesis of COPD	SEN:10019400	16717027
BEL:20032202	cat(p(MGI:Nox1)) increases a(CHEBI:"reactive oxygen species")	In cycling cells, the effects of Nox1 were dose dependent: levels of Nox1 that induced 3- to 10-fold increases in ROS promoted phosphorylation of ERK1/2 and expression of cyclin D1,	SEN:10000500	16987002
BEL:20032204	cat(p(MGI:Nox1)) increases a(CHEBI:"reactive oxygen species")	Hyperoxia-dependent ROS production was strongly reduced in lung sections, in isolated epithelial type II cells, and lung endothelial cells from NOX1-deficient mice.	SEN:10019402	19661248
BEL:20032208	cat(p(MGI:Noxo1)) increases cat(p(MGI:Nox1))	Exposure of mice to cigarette smoke and/or LPS was found to result in increased lung expression of NOXO1, an activator of NOX1 (214), but the potential significance for cigarette smoke-induced emphysema or lung cancer is unclear.	SEN:10019406	18164271
BEL:20032242	cat(p(MGI:Osmr)) increases bp(GOBP:"inflammatory response")	overexpression of Osm in lungs of mice resulted in a vigorous inflammatory response strongly supports a role of Osm in lung inflammatory responses that involve eosinophil infiltration	SEN:10019422	12496442
BEL:20032244	cat(p(MGI:Osmr)) increases r(MGI:Ccl11)	Osm stimluated eotaxin protein prudction and mRNA levels in fibroblasts Il6 could regulate a small induction of eotaxin, but other Il6/Lif cytokines [Lif, cariotrophin-1] had no effect	SEN:10019424	12496442
BEL:20032246	cat(p(MGI:P2rx7)) increases cat(p(MGI:Casp1))	.....rapid export of caspase-1-processed IL-1 beta from monocytes/macrophages in response to activation of P2X7 receptors (P2X7R) by extracellular ATP.	SEN:10001214	17641058
BEL:20032254	cat(p(MGI:Parp1)) decreases a(CHEBI:ATP)	Activation of poly(ADP-ribose) polymerase (PARP) by DNA breaks catalyzes poly(ADP-ribosyl)ation and results in depletion of NAD+ and ATP, which is thought to induce necrosis.	SEN:10004064	10373561
BEL:20032256	cat(p(MGI:Parp1)) decreases a(CHEBI:ATP)	The activation of PARP-1 also leads to ATP depletion, a condition that is permissive for necrosis (81, 82).	SEN:10019430	20354226
BEL:20032264	cat(p(MGI:Parp1)) increases bp(GOBP:"cell death")	When cells were treated with cell death-inducing doses of angiotensin II (10-20 microM), robust myocyte cell death was observed in PARP(+/+) but not in PARP(-/-) myocytes.	SEN:10019436	16632544
BEL:20032276	cat(p(MGI:Pcsk6)) increases cat(p(MGI:Mmp14))	Two transgenic mouse lines were designed by targeting PACE4 to the epidermal basal keratinocytes. Transgenic keratinocytes showed increased processing of MT1-MMP and MT2-MMP resulting in collagenase IV activation and collagen type IV degradation.	SEN:10019444	16103082
BEL:20032278	cat(p(MGI:Pcsk6)) increases cat(p(MGI:Mmp15))	Two transgenic mouse lines were designed by targeting PACE4 to the epidermal basal keratinocytes. Transgenic keratinocytes showed increased processing of MT1-MMP and MT2-MMP resulting in collagenase IV activation and collagen type IV degradation.	SEN:10019444	16103082
BEL:20032288	cat(p(MGI:Pdia3)) increases cat(p(MGI:Cpt1a))	the association of carnitine palmitoyltransferase, CPT, activity with Grp58 expression of Grp58 led to an increase in assayable and immunoreactive CPT activity	SEN:10019446	7998951
BEL:20032290	cat(p(MGI:Pdia3)) increases cat(p(MGI:Cpt1b))	the association of carnitine palmitoyltransferase, CPT, activity with Grp58 expression of Grp58 led to an increase in assayable and immunoreactive CPT activity	SEN:10019446	7998951
BEL:20032292	cat(p(MGI:Pdia3)) increases cat(p(MGI:Cpt1c))	the association of carnitine palmitoyltransferase, CPT, activity with Grp58 expression of Grp58 led to an increase in assayable and immunoreactive CPT activity	SEN:10019446	7998951
BEL:20032294	cat(p(MGI:Pdia3)) increases cat(p(MGI:Cpt2))	the association of carnitine palmitoyltransferase, CPT, activity with Grp58 expression of Grp58 led to an increase in assayable and immunoreactive CPT activity	SEN:10019446	7998951
BEL:20032316	cat(p(MGI:Pgm1)) increases a(CHEBI:glycogen)	Glycogen content was increased proportionately to the expression of the transgene, reaching a 40% increase in high-expression transgenic mice	SEN:10019454	15543936
BEL:20032330	cat(p(MGI:Plat)) increases bp(GOBP:"apoptotic process")	We have previously shown that excitotoxic neuronal degeneration elicited through exogenous insults (e.g. excitotoxins, stroke) is promoted by an extracellular cascade involving the serine protease tissue plasminogen activator (tPA). Partial rescue of neural apoptosis in the Lurcher mutant mouse through elimination of tissue plasminogen activator	SEN:10019460	11934869
BEL:20032344	cat(p(MGI:Plg)) increases cat(p(MGI:F2r))	exogenously applied serine proteases thrombin, plasmin, and tissue plasminogen activator can activate PAR1 signaling in brain tissue	SEN:10004760	14559973
BEL:20032378	cat(p(MGI:Prdx1)) increases bp(GOBP:"cell growth")	Pag overexpression promotes a marked increase in cell size and enhances apoptosis, thus mimicking two previously described c-Myc phenotypes.	SEN:10019472	12196529
BEL:20032380	cat(p(MGI:Prdx1)) increases bp(GOBP:"apoptotic process")	Pag overexpression promotes a marked increase in cell size and enhances apoptosis, thus mimicking two previously described c-Myc phenotypes.	SEN:10019472	12196529
BEL:20032382	cat(p(MGI:Prdx1)) directlyDecreases kin(p(MGI:Abl1))	Pag, also known as MSP23 and peroxiredoxin-1 Pag, a member of the peroxiredoxin family, has been reported previously to bind to and inhibit the cytostatic properties of the c-Abl oncoprotein.	SEN:10019474	12196529
BEL:20032386	cat(p(MGI:Prdx1)) decreases tscript(p(MGI:Myc))	The consequences of this interaction include effects on cellular growth, transformation, apoptosis, response to oxidative stress, and c-Myc target gene transcription.	SEN:10019476	12196529
BEL:20032400	cat(p(MGI:Prdx6)) decreases a(CHEBI:"reactive oxygen species")	PRDX6, a member of the peroxiredoxins (PRDXs) family, is a key player in the removal of reactive oxygen species (ROS)	SEN:10005028	15818411
BEL:20032410	cat(p(MGI:Prdx6)) decreases r(MGI:Acta2)	PRDX6-depleted LECs displayed phenotypic alterations and elevated alpha-smooth muscle actin and betaig-h3 expression	SEN:10005034	15818411
BEL:20032412	cat(p(MGI:Prdx6)) decreases r(MGI:Tgfbi)	PRDX6-depleted LECs displayed phenotypic alterations and elevated alpha-smooth muscle actin and betaig-h3 expression	SEN:10005034	15818411
BEL:20032422	cat(p(MGI:Ptafr)) increases kin(p(MGI:Fyn))	Activation of tyrosine kinases Fyn and Lyn, but not Lck, also occurred within 2 min after PAF stimulation in the cells	SEN:10019486	10729607
BEL:20032424	cat(p(MGI:Ptafr)) increases kin(p(MGI:Lyn))	Activation of tyrosine kinases Fyn and Lyn, but not Lck, also occurred within 2 min after PAF stimulation in the cells	SEN:10019486	10729607
BEL:20032426	cat(p(MGI:Ptafr)) increases kin(p(MGI:Mapk1))	PAFR promoter 2 contained AP-2 and Sp-1 binding sites we demonstrated that PAF activates p44ERK1/p42ERK2 in CHO cells stably expressing PAF receptor	SEN:10019488	10729607
BEL:20032428	cat(p(MGI:Ptafr)) increases kin(p(MGI:Mapk3))	PAFR promoter 2 contained AP-2 and Sp-1 binding sites we demonstrated that PAF activates p44ERK1/p42ERK2 in CHO cells stably expressing PAF receptor	SEN:10019488	10729607
BEL:20032430	cat(p(MGI:Ptafr)) increases kin(p(MGI:Ptk2))	PAF induced tyrosine phosphorylation and activation of focal adhesion kinase (FAK) in human endothelial cells derived from vein umbilical cord	SEN:10019490	10729607
BEL:20032436	cat(p(MGI:Ptafr)) increases tloc(p(MGI:Prkca),GOCCID:0005737,GOCCID:0005886)	These results are consistent with our previous data showing that PAF is able to translocate PKCa and PKCe from cytosol to plasma membrane	SEN:10000086	10729607
BEL:20032438	cat(p(MGI:Ptafr)) increases tloc(p(MGI:Prkce),GOCCID:0005737,GOCCID:0005886)	These results are consistent with our previous data showing that PAF is able to translocate PKCa and PKCe from cytosol to plasma membrane	SEN:10000086	10729607
BEL:20032442	cat(p(MGI:Ptger2)) increases r(MGI:Il10)	Among prostaglandin E (EP) receptor-selective synthetic agonists, EP2 and EP4 agonists caused down-regulation of the zymosan-induced TNFalpha production, but up-regulation on the IL-10 production	SEN:10005038	11301049
BEL:20032448	cat(p(MGI:Ptger2)) decreases r(MGI:Tnf)	Among prostaglandin E (EP) receptor-selective synthetic agonists, EP2 and EP4 agonists caused down-regulation of the zymosan-induced TNFalpha production, but up-regulation on the IL-10 production	SEN:10005038	11301049
BEL:20032476	cat(p(MGI:Ptgfr)) increases r(MGI:Akr1c6)	Prostaglandin F(2)alpha (PGF(2)alpha) binding to its receptor on the rat corpus luteum triggers various signal transduction pathways that lead to the activation of a steroidogenic enzyme, 20alpha-hydroxysteroid dehydrogenase (20alpha-HSD), which in turn catabolizes progesterone	SEN:10003762	10973968
BEL:20032482	cat(p(MGI:Ptgs1)) increases a(CHEBI:"prostaglandin G2")	On the other hand, the mRNA for cyclooxygenase-2, which produces PGH2 and participates in the production of prostanoids in inflammation, was expressed in both the resident and BCG-elicited macrophages but barely in the casein-elicited cells.	SEN:10005050	9202154
BEL:20032484	cat(p(MGI:Ptgs1)) increases a(CHEBI:"prostaglandin H2")	On the other hand, the mRNA for cyclooxygenase-2, which produces PGH2 and participates in the production of prostanoids in inflammation, was expressed in both the resident and BCG-elicited macrophages but barely in the casein-elicited cells.	SEN:10005050	9202154
BEL:20032486	cat(p(MGI:Ptgs1)) decreases r(MGI:Il13)	There was a significant increase in IL-5 and IL-13 mRNA in the OVA-COX-1 inhibitor group, OVA-COX-2 inhibitor group, and OVA-indomethacin group compared with the untreated OVA group, with the OVA- COX-2 inhibitor group and OVA-indomethacin groups showing greater expression of these cytokines than the OVA- COX-1 inhibitor group.	SEN:10019504	11956061
BEL:20032488	cat(p(MGI:Ptgs1)) decreases r(MGI:Il5)	There was a significant increase in IL-5 and IL-13 mRNA in the OVA-COX-1 inhibitor group, OVA-COX-2 inhibitor group, and OVA-indomethacin group compared with the untreated OVA group, with the OVA- COX-2 inhibitor group and OVA-indomethacin groups showing greater expression of these cytokines than the OVA- COX-1 inhibitor group.	SEN:10019504	11956061
BEL:20032492	cat(p(MGI:Ptgs2)) increases a(CHEBI:"reactive oxygen species")	In conclusion, the results suggest that ROS generation, through COX-2 up-regulation, may contribute to the active oncogenicity of mutant K-ras in the lung as a result of DNA damage	SEN:10019506	15284181
BEL:20032506	cat(p(MGI:Ptgs2)) decreases r(MGI:Il13)	There was a significant increase in IL-5 and IL-13 mRNA in the OVA-COX-1 inhibitor group, OVA-COX-2 inhibitor group, and OVA-indomethacin group compared with the untreated OVA group, with the OVA- COX-2 inhibitor group and OVA-indomethacin groups showing greater expression of these cytokines than the OVA- COX-1 inhibitor group.	SEN:10019504	11956061
BEL:20032508	cat(p(MGI:Ptgs2)) decreases r(MGI:Il5)	There was a significant increase in IL-5 and IL-13 mRNA in the OVA-COX-1 inhibitor group, OVA-COX-2 inhibitor group, and OVA-indomethacin group compared with the untreated OVA group, with the OVA- COX-2 inhibitor group and OVA-indomethacin groups showing greater expression of these cytokines than the OVA- COX-1 inhibitor group.	SEN:10019504	11956061
BEL:20032516	cat(p(MGI:Pygl)) increases a(CHEBI:"reactive oxygen species")	Depletion of PYGL, GLUL, and GLUD1 by means of siRNA reduced TNF+zVAD–induced accumulation of ROS (Fig. 4C and fig. S11), which correlated with cell death (Fig. 3F and figs. S7D and S8D).	SEN:10019152	19498109
BEL:20032518	cat(p(MGI:Pygl)) increases a(CHEBI:"reactive oxygen species")	Importantly, knockdown of PYGL, GLUL, or GLUD1 partially inhibits TNF/zVAD-induced ROS levels and necroptosis in N-type NIH 3T3 cells	SEN:10019154	19632174
BEL:20032522	cat(p(MGI:Ralgds)) increases r(MGI:St6gal1)	Results obtained with H-RasV12 partial loss of function mutants H-RasV12S35 (Raf signal only), H-RasV12C40 (PI3-kinase signal only) and H-RasV12G37 (RalGEFs signal only) suggest that the H-Ras induction of the mouse ST6Gal I gene (Siat1) transcription is primarily routed through RalGEFs.	SEN:10019518	15355339
BEL:20032528	cat(p(MGI:Rap1a)) increases bp(GOBP:"cell adhesion")	proposed a novel role for the Chat-Cas complex in controlling cell adhesion via the activation of Rap1	SEN:10019522	12432078
BEL:20032530	cat(p(MGI:Rapgef3)) increases bp(GOBP:"cell adhesion")	Epac1, on the contrary, strongly promoted cell adhesion, which was decreased upon cotransfection of the receptor (Figure 8C, D).	SEN:10019524	17203972
BEL:20032532	cat(p(MGI:Rapgef3)) increases gtp(p(MGI:Rap1a))	The data in Figs. 1 and 2 provide strong evidence that the Epac/Rap/PLCepsilon pathway contributes to betaAR signaling in the heart.	SEN:10019526	17178726
BEL:20032546	cat(p(MGI:Rasgrf1)) increases gtp(p(MGI:Hras))	The Ras-GRF1 exchange factor, which is regulated by increases in intracellular calcium and the release of G beta gamma subunits from heterotrimeric G proteins, plays a critical role in the activation of neuronal Ras.	SEN:10016662	12538592
BEL:20032552	cat(p(MGI:Rasgrp1)) increases gtp(p(MGI:Hras))	Although inhibitors of PKC had no effect on this suppression, MAPK inhibitors completely prevented the TPA effect. RasGRP1 activates the MAPK pathway through activation of the small G protein H-Ras.	SEN:10004108	18077438
BEL:20032554	cat(p(MGI:Rbck1)) increases p(MGI:Bach1,pmod(U,K))	As shown in Fig. ?Fig.7A,7A, HOIL-1 stimulated polyubiquitination of Bach1 only in the presence of both E1 and E2 enzymes.	SEN:10019534	17682061
BEL:20032568	cat(p(MGI:Rnf128)) decreases bp(GOBP:"T cell activation")	Retroviral transduction of hemopoietic stem cells from TCR transgenic mice and subsequent reconstitution of syngeneic mice to express the E3 ubiquitin ligase, gene related to anergy in lymphocytes (GRAIL), or an enzymatically inactive form, H2N2 GRAIL, allowed analysis of the role of GRAIL in T cell anergy in vivo.	SEN:10019540	15210761
BEL:20032578	cat(p(MGI:Rpsa)) increases bp(GOBP:"cell migration")	The 67-kDa laminin receptor (67LR) is a nonintegrin cell-surface receptor with high affinity for laminin, which plays a key role in tumor invasion and metastasis.	SEN:10005062	16788104
BEL:20032598	cat(p(MGI:S100a6)) increases r(MGI:Alpl)	Overexpression of calcyclin cDNA stimulated both the proliferation and expression of alkaline phosphatase mRNA significantly, without exposure to simvastatin in MC3T3-E1 cells.	SEN:10005064	14973129
BEL:20032604	cat(p(MGI:S1pr1)) increases bp(GOBP:"regulation of vascular permeability")	Increased leak was associated with increased interendothelial cell gaps in venules and was reversed by transfusion with wild-type erythrocytes (which restored plasma S1P levels) and by acute treatment with an agonist for the S1P receptor 1 (S1pr1).	SEN:10019550	19603543
BEL:20032618	cat(p(MGI:Scd1)) increases a(CHEBI:ceramide)	% we show that SCD1 deficiency reduced the total ceramide content in oxidative skeletal muscles (soleus and red gastrocnemius) by approximately 40%.	SEN:10005066	15562249
BEL:20032620	cat(p(MGI:Scd1)) increases a(CHEBI:"oleic acid")	flk is a novel allele of the stearoyl coenzyme A desaturase 1 gene (Scd1). flake homozygotes show reduced sebum production and are unable to synthesize the monounsaturated fatty acids (MUFA) palmitoleate (C(16:1)) and oleate (C(18:1)),	SEN:10005068	16040962
BEL:20032622	cat(p(MGI:Scd1)) increases a(CHEBI:"palmitoleic acid")	flk is a novel allele of the stearoyl coenzyme A desaturase 1 gene (Scd1). flake homozygotes show reduced sebum production and are unable to synthesize the monounsaturated fatty acids (MUFA) palmitoleate (C(16:1)) and oleate (C(18:1)),	SEN:10005068	16040962
BEL:20032628	cat(p(MGI:Scd1)) decreases bp(GOBP:"fatty acid beta-oxidation")	The activity and mRNA levels of carnitine palmitoyltransferase I (CPT I) and the rate of beta-oxidation were increased in oxidative muscles of SCD1-/- mice.	SEN:10019558	15562249
